Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data,feature_length,Target,fold,r,r2,rmse,mae
Swelling_Xu,7.0,manual_recombined_aug_SMILES,SD,LSTM,0.6549844165799155,0.1912839673707297,0.4105344419957536,0.2614438442716659,6.1972623416905295,3.1259891392968027,4.239877780037433,1.938894249161356,246.0,114.0,SD,,,,,
Swelling_Xu,7.0,fingerprint,SD,NN,0.5860186357356237,0.2586375985919107,0.410311248834832,0.2534156914420875,6.665893883006878,3.220494048432676,4.678261108624812,1.7661389435590855,77.0,512.0,SD,,,,,
Swelling_Xu,7.0,manual_frag_aug,SD,BRT,0.5422461359616205,0.3177019703531145,0.3949654139315595,0.3168686884948934,7.428538108187782,3.5037464287942437,4.958067547437046,1.6656964510798058,315.0,10.0,SD,,,,,
Swelling_Xu,7.0,Augmented_SMILES,SD,RF,0.4820823486759459,0.3552317973563902,0.3585930207579678,0.2837289098673144,7.0793021135286605,3.1746758486532936,5.060928518452301,1.5461147919953673,377.0,103.0,SD,,,,,
Swelling_Xu,7.0,manual_frag_aug,SD,RF,0.4931027045958379,0.3354224397862321,0.3556584903918787,0.2910661407354467,7.233368637961905,3.669494232917371,4.667775697990578,2.048273322527802,315.0,10.0,SD,,,,,
Swelling_Xu,7.0,manual_recombined_aug_fingerprint,SD,SVM,0.5955954948202711,0.2605634593347453,0.3485386290922075,0.2264093319427884,6.56812954864493,3.085804835447495,4.859982849969085,1.7719163741696335,246.0,512.0,SD,,,,,
Swelling_Xu,7.0,manual_frag_aug_SMILES,SD,LSTM,0.680349639895586,0.2124179834275807,0.3313724978634633,0.3675895306637698,6.529812670106784,3.614842228058125,4.200011993977951,2.1073293358181813,315.0,108.0,SD,,,,,
Swelling_Xu,7.0,fingerprint,SD,RF,0.4975665245443402,0.251322826231918,0.3107356093323324,0.2567272674576115,7.056899223333731,2.8683410872302324,4.889229077023692,1.5088802702641877,77.0,,SD,,,,,
Swelling_Xu,7.0,manual_recombined_aug_fingerprint,SD,NN,0.5739599626192202,0.2849848992089297,0.3030184123763926,0.328747603399855,6.753808581478123,3.514488343827008,4.344062159928575,2.1261471436649284,246.0,512.0,SD,,,,,
Swelling_Xu,7.0,manual_frag_aug,SD,LSTM,0.6219312823140363,0.2162521839466661,0.3004163532343624,0.3250657129721078,6.688453916628238,3.384945281193453,4.343806541314781,1.995790338349044,315.0,116.0,SD,,,,,
Swelling_Xu,7.0,SMILES,SD,SVM,0.4943882031017805,0.2349056106066709,0.2996003412607004,0.2437929867035111,7.120148518418622,2.714563459238718,5.716618219312196,1.5094556518402371,77.0,,SD,,,,,
Swelling_Xu,7.0,manual_recombined_aug_fingerprint,SD,RF,0.5526859335868874,0.3358617860305849,0.2938125340306895,0.3180094828247406,6.841008581973439,3.5318887312726384,4.670164415610176,2.1583568855674504,246.0,512.0,SD,,,,,
Swelling_Xu,7.0,manual_recombined_aug_fingerprint,SD,BRT,0.5650018422624931,0.2720882811715676,0.2912168775352206,0.2723308328966755,6.82395909233548,3.2516936510167267,4.72098344654232,1.9564252050353956,246.0,512.0,SD,,,,,
Swelling_Xu,7.0,fingerprint,SD,SVM,0.4765005305732869,0.2531274991607796,0.2911262864680145,0.2091132058976894,7.144080065810995,2.8642293386925166,5.575731915332846,1.7255833165774828,77.0,,SD,,,,,
Swelling_Xu,7.0,BigSMILES,SD,SVM,0.4975412413238227,0.1896772875460628,0.2835247602288823,0.1722217499938015,7.190839994096653,2.74886900855603,5.679588091256091,1.4444202542032056,77.0,,SD,,,,,
Swelling_Xu,7.0,Augmented_SMILES,SD,BRT,0.4774156887967163,0.2246272576859037,0.2783831448047325,0.2120932720903987,7.394353550816992,2.612472398863793,5.560933386037102,1.5377581925342902,377.0,103.0,SD,,,,,
Swelling_Xu,7.0,SMILES,SD,RF,0.4870902997749847,0.1918908552992375,0.2740790604823573,0.1897967418526565,7.155296443607754,2.7739362861552777,5.448894946497826,1.6151780825452788,77.0,,SD,,,,,
Swelling_Xu,7.0,Sum_of_Frags,SD,SVM,0.5085530675568124,0.2769561422877106,0.2719393629701342,0.2051472056531725,6.884365134284956,2.8718310491764485,5.354869117464319,1.98869721366937,77.0,12.0,SD,,,,,
Swelling_Xu,7.0,fingerprint,SD,BRT,0.4777872995339174,0.2071545270797964,0.2711937016855674,0.2114340566599336,7.828363758929089,2.399391649689411,5.537727581173568,1.4831876468805445,77.0,,SD,,,,,
Swelling_Xu,7.0,manual_frag,SD,RF,0.4284589222437732,0.2818694192046554,0.2630274175330654,0.2653991829796307,7.789953315261549,3.332360369334907,5.074810462562632,1.6104122993190635,77.0,,SD,,,,,
Swelling_Xu,7.0,SMILES,SD,NN,0.4728109636284244,0.198459385468833,0.2629363350079061,0.201093899189279,7.480653647858688,2.4614489893741607,5.468904458570985,1.6019523050767068,77.0,85.0,SD,,,,,
Swelling_Xu,7.0,manual_frag,SD,BRT,0.4249198974923983,0.2820468061116843,0.2601073201227523,0.2429305470446726,7.622143678354421,3.169755916996454,5.39030460329799,1.7674977481442788,77.0,,SD,,,,,
Swelling_Xu,7.0,manual_frag_aug,SD,NN,0.4206160643729389,0.2862623039760014,0.2588639802862289,0.2786498376385445,9.462028416703555,4.557016267742912,5.863952804802594,2.006228606054597,315.0,10.0,SD,,,,,
Swelling_Xu,7.0,Sum_of_Frags,SD,RF,0.5445475994062877,0.2265781320527956,0.2585254634373566,0.1932828293351722,6.930944982347929,2.757569312826276,4.812457027133585,1.857249795590261,77.0,12.0,SD,,,,,
Swelling_Xu,7.0,Augmented_SMILES,SD,NN,0.3838496443155654,0.3259903302680079,0.253610244869431,0.2277014266725907,8.07112265025653,3.1330706006738835,6.061215721608287,1.7979030655999717,377.0,103.0,SD,,,,,
Swelling_Xu,7.0,BigSMILES,SD,RF,0.3778958872238198,0.3243224562440603,0.2479903572048583,0.200470518601419,7.516866071606247,3.0447977785668088,5.476605944018986,1.6768593142283468,77.0,,SD,,,,,
Swelling_Xu,7.0,BigSMILES,SD,BRT,0.4372267404337244,0.1994186731053224,0.2309350297333869,0.1946024489943786,7.585490335325594,2.5230495505499237,5.361778929479323,1.4670169552870689,77.0,,SD,,,,,
Swelling_Xu,7.0,Augmented_SMILES,SD,SVM,0.3069974111524376,0.3671607478449756,0.2290544252123805,0.2147327417315977,7.668558221407085,2.4128952386466374,5.6669330509904245,1.371962862472972,377.0,103.0,SD,,,,,
Swelling_Xu,7.0,SMILES,SD,BRT,0.3752019289277521,0.284735180611124,0.2218506105487554,0.2398045762400995,7.750220439237428,2.9683977864917903,5.717031173988596,1.8844270915267356,77.0,,SD,,,,,
Swelling_Xu,7.0,manual_frag,SD,LSTM,0.5678255762860929,0.212070158891964,0.2200107893973671,0.2884311182761988,7.11307456278648,3.1569696854280687,5.008557287122157,1.8978188926616768,77.0,116.0,SD,,,,,
